raw_query,optimized_query
Da thua bac si nguoi nha bi vo mach mau phun thanh tia dang rat nguy kich cuu voi xin cam on bac si,Dạ thưa bác sĩ người nhà bị vỡ mạch máu phun thành tia đang rất nguy kịch cứu với xin cảm ơn bác sĩ
Cho em hỏi tí ạ trẻ em dưới 6 tuổi uống amoxi liều bao nhiêu là an toàn với ạ,Cho em hỏi tí ạ trẻ em dưới 6 tuổi uống amoxicillin liều bao nhiêu là an toàn với ạ
Bác sĩ ơi cơ chế tác động của asprin trong điều trị cholesterol cao là gì,Bác sĩ ơi cơ chế tác động của aspirin trong điều trị rối loạn lipid máu là gì
Bac si cho em hoi chut a nguoi nha bi duoi nuoc dang dat khan cap cuu voi a cam on bac si,Bác sĩ cho em hỏi chút ạ người nhà bị đuối nước đang rất khẩn cấp cứu với ạ cảm ơn bác sĩ
Cho em hoi ti a an gi hoac keing gi de tang can lanh man tot nhat a em cam on,Cho em hỏi tí ạ ăn gì hoặc kiêng gì để tăng cân lành mạnh tốt nhất ạ em cảm ơn
"Bac si oi cho em hoi bi dot quy nao lite hoan toan nua nguoi kem mach dap cuc ky yeu nuy kich qau, phai so cuu sao","Bác sĩ ơi cho em hỏi bị đột quỵ não liệt hoàn toàn nửa người kèm mạch đập cực kỳ yếu nguy kịch quá, phải sơ cứu sao"
Dạ bác sĩ Người nà bị ngã từ tầng cao xuống chấn thương sọ não máu chảy nhiều ở đầu và tai mũi ạ em cảm ơn,Dạ bác sĩ Người nhà bị ngã từ tầng cao xuống chấn thương sọ não máu chảy nhiều ở đầu và tai mũi ạ em cảm ơn
Cho em hoi ti a an gi hoac kieng gi de tang can lanh manh tot nhat a xin cam on,Cho em hỏi tí ạ ăn gì hoặc kiêng gì để tăng cân lành mạnh tốt nhất ạ xin cảm ơn
"Da bac si cho em hoi con uong nham thuoc tru sau sui bot mep, cuu mang voi the a","Dạ bác sĩ cho em hỏi con uống nhầm thuốc trừ sâu sùi bọt mép, cứu mạng với thế ạ"
Da thua bac si bi dot quy dot quy nao liet hoan toan nua nguoi meo mieng te liet nua nguoi goi cap cuu chua thay toi phai lam gi giup em voi a,Dạ thưa bác sĩ bị đột quỵ đột quỵ não liệt hoàn toàn nửa người méo miệng tê liệt nửa người gọi cấp cứu chưa thấy tới phải làm gì giúp em với ạ
Da bac si Cap cuu! Con dau that bop nghet long nguc lan ra ham va sau lung kem kho tho du doi nha,Dạ bác sĩ Cấp cứu! Cơn đau thắt bóp nghẹt lồng ngực lan ra hàm và sau lưng kèm khó thở dữ dội nha
Em chao bac si a nguoi nha bi bong nang toan than do no binh gas dang rat nguy cap cuu voi nha,Em chào bác sĩ ạ người nhà bị bỏng nặng toàn thân do nổ bình gas đang rất nguy cấp cứu với nha
Alo bác sĩ tôi uống klamentin quá liều thì nên xử lý thế nào nha,Alo bác sĩ tôi uống amoxicillin quá liều thì nên xử lý thế nào nha
Luu y quan trong nhat khi su dung ibuf la gi giup em,Lưu ý quan trọng nhất khi sử dụng ibuprofen là gì giúp em
Cho em hoi ti a loi ich cua viec gian co thu gian vao moi boui sang/toi a,Cho em hỏi tí ạ lợi ích của việc giãn cơ thư giãn vào mỗi buổi sáng/tối ạ
Bac si oi cho em hoi bi dot quy nao liet hoan toan nua nguoi net tho ho sac sua tron mat len thi so cuu the nao a !,Bác sĩ ơi cho em hỏi bị đột quỵ não liệt hoàn toàn nửa người nghẹt thở ho sặc sụa trợn mắt lên thì sơ cứu thế nào ạ !
Dạ bác sĩ thuốc amox có tương tác với các loại thuốc điều trị bệnh tiểu đường không nha bác sĩ,Dạ bác sĩ thuốc amoxicillin có tương tác với các loại thuốc điều trị đái tháo đường không nha bác sĩ
Bác sĩ cho em hỏi chút ạ lưu ý quan cọhn nhất khi sử dụng thốuc hạ sốt paracetamol là gì ạ xin cảm ơn nhiều,Bác sĩ cho em hỏi chút ạ lưu ý quan trọng nhất khi sử dụng paracetamol là gì ạ xin cảm ơn nhiều
Bac si giai dap giup em Cam giac dau tuc nguc am i nhe keo dai vai tuan nay co can di kham tim mach khong nha bac si,Bác sĩ giải đáp giúp em Cảm giác đau tức ngực âm ỉ nhẹ kéo dài vài tuần nay có cần đi khám tim mạch không nha bác sĩ
"Moi nguoi cho em hoi con uong nham hoa chat doc hai sui bot mep, cuu mang voi a","Mọi người cho em hỏi con uống nhầm hóa chất độc hại sùi bọt mép, cứu mạng với ạ"
Alo bac si chatbot co the thay the bac si kham benh hoan toan duoc khong nha bac si,Alo bác sĩ chatbot có thể thay thế bác sĩ khám bệnh hoàn toàn được không nha bác sĩ
"Dạ thưa bác sĩ Người nhà đột nột bị té ngã bất tỉnh, co giật toàn thân trợn mắt sùi bọt mép dúp em","Dạ thưa bác sĩ Người nhà đột ngột bị té ngã bất tỉnh, co giật toàn thân trợn mắt sùi bọt mép giúp em"
Da thua bac si nhung thoi quen tot giup nang cao chat luong giac ngu nha,Dạ thưa bác sĩ những thói quen tốt giúp nâng cao chất lượng giấc ngủ nha
Cho em hỏi tí ạ cấp cứu gấp người bị hôn mê sâu kôhng phản ứng đột ngột ngất xỉu tím tái toàn thân ạ?,Cho em hỏi tí ạ cấp cứu gấp người bị hôn mê sâu không phản ứng đột ngột ngất xỉu tím tái toàn thân ạ?
Em muốn hỏi là làm thế nào để chăm sóc da mụn hiệu quả nất tại nhà xin cảm ơn bác sĩ,Em muốn hỏi là làm thế nào để chăm sóc da mụn hiệu quả nhất tại nhà xin cảm ơn bác sĩ
Bác sĩ dải đáp giúp em lưu ý qaun chọn nất khi sử dụng paxetamol là gì ạ,Bác sĩ giải đáp giúp em lưu ý quan trọng nhất khi sử dụng paracetamol là gì ạ
Da bac si cho em hoi lam sao de bao ve mat va cot song co khi lam viec van phong nhieu a !,Dạ bác sĩ cho em hỏi làm sao để bảo vệ mắt và cột sống cổ khi làm việc văn phòng nhiều ạ !
Da bac si Nguoi nha bi nga tu tang cao xuong chan thuong so nao mau chay nhieu o dau va tai mui nhe bac si,Dạ bác sĩ Người nhà bị ngã từ tầng cao xuống chấn thương sọ não máu chảy nhiều ở đầu và tai mũi nhe bác sĩ
Mọi người cho em hỏi thuốc amoxicillin được chỉ định để điều trị chóng mặt xin cảm ơn bác sĩ,Mọi người cho em hỏi thuốc amoxicillin được chỉ định để điều trị chóng mặt xin cảm ơn bác sĩ
Dạ thưa bác sĩ tôi uống pcm quá liều thì nên xử lý thế nào ạ !,Dạ thưa bác sĩ tôi uống paracetamol quá liều thì nên xử lý thế nào ạ !
Thưa bác sĩ thuốc thuốc tim mạch aspirin được chỉ định để điều trị chóng mặt giúp em với ạ,Thưa bác sĩ thuốc aspirin được chỉ định để điều trị chóng mặt giúp em với ạ
Em chao bac si a lam the nao de giu dang thon gon hieu qua nhat tai nha nhe bac si,Em chào bác sĩ ạ làm thế nào để giữ dáng thon gọn hiệu quả nhất tại nhà nhe bác sĩ
Thưa bác sĩ cơ chế tác động của aspi trong điều trị đau bao tử là gì giúp em,Thưa bác sĩ cơ chế tác động của aspirin trong điều trị viêm loét dạ dày là gì giúp em
Da thua bac si lam the nao de tang can lanh manh hieu qua nhat tai nha the a,Dạ thưa bác sĩ làm thế nào để tăng cân lành mạnh hiệu quả nhất tại nhà thế ạ
Cho em hoi chatbot y te nay co nhung tinh nang gi vay nhe bac si,Cho em hỏi chatbot y tế này có những tính năng gì vậy nhé bác sĩ
"Thưa bác sĩ khẩn cấp bện nhân đuối nước đang nừn thở, có cần hô hấp nhân tạo không xin cảm ơn bác sĩ","Thưa bác sĩ khẩn cấp bệnh nhân đuối nước đang ngừng thở, có cần hô hấp nhân tạo không xin cảm ơn bác sĩ"
Thua bac si cap cuu gap nguoi bi dot quy nao liet hoan toan nua nguoi dot ngot ngat xiu tim tai toan than a cam on bac si,Thưa bác sĩ cấp cứu gấp người bị đột quỵ não liệt hoàn toàn nửa người đột ngột ngất xỉu tím tái toàn thân ạ cảm ơn bác sĩ
Alo bac si nhung thoi quen tot giup nang cao he mien dich a em cam on bac si,Alo bác sĩ những thói quen tốt giúp nâng cao hệ miễn dịch ạ em cảm ơn bác sĩ
"Em chao bac si a bi duoi nuoc kem co gita lien hoi nuy kich qua, phai so cuu sao nhe bac si","Em chào bác sĩ ạ bị đuối nước kèm co giật liên hồi nguy kịch quá, phải sơ cứu sao nhe bác sĩ"
"Cho em hỏi tí ạ khẩn cấp bệnh nhân bỏng nặng toàn thân do nổ bình gas đang ngừng thở, có cần hô hấp nhân tạo không nhé bác sĩ","Cho em hỏi tí ạ khẩn cấp bệnh nhân bỏng nặng toàn thân do nổ bình gas đang ngừng thở, có cần hô hấp nhân tạo không nhé bác sĩ"
Bac si giai dap giup em tac dung cua tra xanh doi voi suc khoe la gi nha bac si,Bác sĩ giải đáp giúp em tác dụng của trà xanh đối với sức khỏe là gì nha bác sĩ
Bac si giia dap giup em loi ich cua viec tap gym deu dan vao moi buoi san/toi,Bác sĩ giải đáp giúp em lợi ích của việc tập gym đều đặn vào mỗi buổi sáng/tối
Da cho em hoi toi bi chong mat thi co nen uong giam dau khang viem ibu khong a xin cam on nhieu,Dạ cho em hỏi tôi bị chóng mặt thì có nên uống ibuprofen không ạ xin cảm ơn nhiều
Em muon hoi la an gi hoac kieng gi de tang cuong the luc tot nhat a cam on bac si,Em muốn hỏi là ăn gì hoặc kiêng gì để tăng cường thể lực tốt nhất ạ cảm ơn bác sĩ
Em chao bac si a lam the nao de giam dau moi vai gay hieu qua nhat tai nha giup em voi a,Em chào bác sĩ ạ làm thế nào để giảm đau mỏi vai gáy hiệu quả nhất tại nhà giúp em với ạ
Bac si oi giup em voi tac dnug cua nuoc ep can tay doi voi suc kheo la gi nhe bac si,Bác sĩ ơi giúp em với tác dụng của nước ép cần tây đối với sức khỏe là gì nhe bác sĩ
Em chao bac si a Nguoi nha bi tai nan gay xuong dui dam thung da loi han ra ngoai mau chay o at khong ngung a !,Em chào bác sĩ ạ Người nhà bị tai nạn gãy xương đùi đâm thủng da lồi hẳn ra ngoài máu chảy ồ ạt không ngừng ạ !
Da bac si cho em hoi thoi diem uong aspirin tot nhat trong ngay la luc nao a cam on bac si,Dạ bác sĩ cho em hỏi thời điểm uống aspirin tốt nhất trong ngày là lúc nào ạ cảm ơn bác sĩ
Da bac si phu nu co thai co duoc su dung asprin de chua dau dau xin cam on bac si,Dạ bác sĩ phụ nữ có thai có được sử dụng aspirin để chữa đau đầu xin cảm ơn bác sĩ
Thua bac si co che tac dong cua thuoc giam dau para trong dieu tri mo mau cao la gi nha,Thưa bác sĩ cơ chế tác động của paracetamol trong điều trị rối loạn lipid máu là gì nha
Cho em hoi Nguoi nha dot ngot dau dau du doi nhu bua bo chua tung co kem theo buon non lien tuc nhe bac si,Cho em hỏi Người nhà đột ngột đau đầu dữ dội như búa bổ chưa từng có kèm theo buồn nôn liên tục nhé bác sĩ
Bac si tu van giup em bi di vat duong tho tac hoan toan nghet tho ho sac sua tron mat len thi so cuu the nao nhe bac si,Bác sĩ tư vấn giúp em bị dị vật đường thở tắc hoàn toàn nghẹt thở ho sặc sụa trợn mắt lên thì sơ cứu thế nào nhe bác sĩ
Bac si giai dap giup em phu nu co thai co duoc su dung metformin ha duong huyet de chua chong mat,Bác sĩ giải đáp giúp em phụ nữ có thai có được sử dụng metformin để chữa chóng mặt
Em chào bác sĩ ạ thuốc amoxi được chỉ định để điều trị mất ngủ ạ xin cảm ơn,Em chào bác sĩ ạ thuốc amoxicillin được chỉ định để điều trị mất ngủ ạ xin cảm ơn
Dạ bác sĩ cho em hỏi tôi bị chón mặt thì có nên uống metformin hạ đường huyết không ạ cảm ơn bác sĩ,Dạ bác sĩ cho em hỏi tôi bị chóng mặt thì có nên uống metformin không ạ cảm ơn bác sĩ
Bac si oi giup em voi toi uong ibuf qua lieu thi nen xu ly the nao nhe bac si,Bác sĩ ơi giúp em với tôi uống ibuprofen quá liều thì nên xử lý thế nào nhe bác sĩ
Da thua bac si nhung thoi quen tot giup nang cao kha nang tap trung the a,Dạ thưa bác sĩ những thói quen tốt giúp nâng cao khả năng tập trung thế ạ
Chao bac si a loi ich cua viec di bo nhe nhang vao moi buoi sang/toi a,Chào bác sĩ ạ lợi ích của việc đi bộ nhẹ nhàng vào mỗi buổi sáng/tối ạ
Bác sĩ ơi cho em hỏi bị đột quỵ đột quỵ não liệt hoàn toàn nửa người méo miệng tê liệt nửa người gọi cấp cứu chưa thấy tới phải làm gì nha bác sĩ,Bác sĩ ơi cho em hỏi bị đột quỵ đột quỵ não liệt hoàn toàn nửa người méo miệng tê liệt nửa người gọi cấp cứu chưa thấy tới phải làm gì nha bác sĩ
Cho hoi lam sao de bao ve suc khoe tim mach khi lam viec van phong nhieu a em cam on,Cho hỏi làm sao để bảo vệ sức khỏe tim mạch khi làm việc văn phòng nhiều ạ em cảm ơn
Em muon hoi la lam the nao de tang can lanh manh hieu qua nhat tai na ne bac si,Em muốn hỏi là làm thế nào để tăng cân lành mạnh hiệu quả nhất tại nhà nhe bác sĩ
Bác sĩ ơi bị đột quỵ phản vệ độ nặng sau têim tuhốc méo miệng tê liệt nửa nười gọi cấp cứu chưa thấy tới phải làm gì ạ em cảm ơn,Bác sĩ ơi bị đột quỵ phản vệ độ nặng sau tiêm thuốc méo miệng tê liệt nửa người gọi cấp cứu chưa thấy tới phải làm gì ạ em cảm ơn
"Cho em hoi ti a bi nuot nham acid kem mat nhan thuc nguy kich qua, phai so cuu sao a xin cam on nhieu","Cho em hỏi tí ạ bị nuốt nhầm acid kèm mất nhận thức nguy kịch quá, phải sơ cứu sao ạ xin cảm ơn nhiều"
Cho hoi Tre so sin dot ngot ngung tho hoan toan toan than lanh ngat sau khi bu a !,Cho hỏi Trẻ sơ sinh đột ngột ngưng thở hoàn toàn toàn thân lạnh ngắt sau khi bú ạ !
Da bac si cho em hoi lieu luong uong thuoc amox cho nguoi bi mat ngu nhu the nao the a,Dạ bác sĩ cho em hỏi liều lượng uống amoxicillin cho người bị mất ngủ như thế nào thế ạ
Alo bac si thuoc thouc tim mach aspirin duoc chi dinh de dieu chi sot a !,Alo bác sĩ thuốc aspirin được chỉ định để điều trị sốt ạ !
Thua bac si thuoc ibuf duoc chi dinh de dieu tri chong mat a,Thưa bác sĩ thuốc ibuprofen được chỉ định để điều trị chóng mặt ạ
"Bac si tu van giup em bi hon me sau khong phan ung kem ngung tho hoan toan nguy kich qua, phai so cuu sao nhe bac si","Bác sĩ tư vấn giúp em bị hôn mê sâu không phản ứng kèm ngừng thở hoàn toàn nguy kịch quá, phải sơ cứu sao nhe bác sĩ"
Chào bác sĩ ạ những thói quen tốt giúp nâng cao sức khỏe tnih thần thế ạ,Chào bác sĩ ạ những thói quen tốt giúp nâng cao sức khỏe tinh thần thế ạ
Bác sĩ ơi cho em hỏi thời điểm uống metfor tốt nhất trong ngày là lúc nào giúp em,Bác sĩ ơi cho em hỏi thời điểm uống metformin tốt nhất trong ngày là lúc nào giúp em
Dạ thưa bác sĩ tôi uống klamentin quá liều thì nên xử lý thế nào nha,Dạ thưa bác sĩ tôi uống amoxicillin quá liều thì nên xử lý thế nào nha
Bac si tu van giup em nhung thoi quen tot giup nang cao chat luong giac ngu a em cam on bac si,Bác sĩ tư vấn giúp em những thói quen tốt giúp nâng cao chất lượng giấc ngủ ạ em cảm ơn bác sĩ
Bác sĩ tư vấn giúp em sự khác biệt giữa ibu và asprin trong chữa trị mất ngủ ạ !,Bác sĩ tư vấn giúp em sự khác biệt giữa ibuprofen và aspirin trong chữa trị mất ngủ ạ !
Loi ich cua viec di bo nhe nhang vao moi buoi sang/toi,Lợi ích của việc đi bộ nhẹ nhàng vào mỗi buổi sáng/tối
Da thua bac si an gi hoac kieng gi de giam stress cang thang tot nhat a?,Dạ thưa bác sĩ ăn gì hoặc kiêng gì để giảm stress căng thẳng tốt nhất ạ?
Bac si giai dap giup em an gi hoac kieng gi de tang cuong the luc tot nhat xin cam on bac si,Bác sĩ giải đáp giúp em ăn gì hoặc kiêng gì để tăng cường thể lực tốt nhất xin cảm ơn bác sĩ
Da cho em hoi lam the nao de cai thien giac ngu ngon hieu qua nhat tai nha a xin cam on nhieu,Dạ cho em hỏi làm thế nào để cải thiện giấc ngủ ngon hiệu quả nhất tại nhà ạ xin cảm ơn nhiều
Da bac si toi bi sot thi co nen uon amox khong a?,Dạ bác sĩ tôi bị sốt thì có nên uống amoxicillin không ạ?
Bị phản vệ độ nặng sau tiêm thuốc nghẹt thở ho sặc sụa trợn mắt lên thì sơ cứu thế nào ạ cảm ơn bác sĩ,Bị phản vệ độ nặng sau tiêm thuốc nghẹt thở ho sặc sụa trợn mắt lên thì sơ cứu thế nào ạ cảm ơn bác sĩ
Bác sĩ ơi giúp em với thuốc thuốc tim mạch aspirin được chỉ định để điều trị đau bụng ạ?,Bác sĩ ơi giúp em với thuốc aspirin được chỉ định để điều trị đau bụng ạ?
Dạ tưha bác sĩ lợi ích của việc giãn cơ thư giãn vào mỗi buổi sáng/tối ạ,Dạ thưa bác sĩ lợi ích của việc giãn cơ thư giãn vào mỗi buổi sáng/tối ạ
"Cho em hoi ti a khan cap benh nhan vo mach mau phun thanh tia dang ngung tho, co can ho hap nhan tao khong","Cho em hỏi tí ạ khẩn cấp bệnh nhân vỡ mạch máu phun thành tia đang ngừng thở, có cần hô hấp nhân tạo không"
Chào bác sĩ ạ trẻ em dưới 6 tuổi uống metformin hạ đường huyết liều bao nhiêu là an toàn giúp em,Chào bác sĩ ạ trẻ em dưới 6 tuổi uống metformin liều bao nhiêu là an toàn giúp em
Dạ thaư bác sĩ lợi ích của việc chạy bộ 30 phút vào mỗi buiổ sán/tối ạ,Dạ thưa bác sĩ lợi ích của việc chạy bộ 30 phút vào mỗi buổi sáng/tối ạ
"Cho hỏi con uống nầm thuốc trừ sâu sùi bọt mép, cứu mạng với ạ cảm ơn bác sĩ","Cho hỏi con uống nhầm thuốc trừ sâu sùi bọt mép, cứu mạng với ạ cảm ơn bác sĩ"
Cho em hỏi cấp cứu gấp người bị hôn mê sâu không phản ứng đột ngột ngất sỉu tím tái tonà thân nhe bác sĩ,Cho em hỏi cấp cứu gấp người bị hôn mê sâu không phản ứng đột ngột ngất xỉu tím tái toàn thân nhe bác sĩ
Bac si oi cho em hoi nguoi nha bi duoi nuoc dang rat nguy kich cuu voi a cam on bac si,Bác sĩ ơi cho em hỏi người nhà bị đuối nước đang rất nguy kịch cứu với ạ cảm ơn bác sĩ
Bác sĩ ơi giúp em với cơ chế tác động của thuốc hạ sốt paracetamol trong điều trị tiểu đường tuýp 2 là gì với ạ,Bác sĩ ơi giúp em với cơ chế tác động của paracetamol trong điều trị đái tháo đường là gì với ạ
Da thua bac si lam sao de bao ve mat va cot snog co khi lam viec van pohn nieu a em cam on bac si,Dạ thưa bác sĩ làm sao để bảo vệ mắt và cột sống cổ khi làm việc văn phòng nhiều ạ em cảm ơn bác sĩ
Thưa bác sĩ những thói quen tốt giúp nâng cao sức khỏe tin tầhn gúip em với ạ,Thưa bác sĩ những thói quen tốt giúp nâng cao sức khỏe tinh thần giúp em với ạ
Dạ thưa bác sĩ sự khác biệt giữa giảm đau kháng viêm ibu và metformin trong chữa trị chóng mặt giúp em,Dạ thưa bác sĩ sự khác biệt giữa ibuprofen và metformin trong chữa trị chóng mặt giúp em
Bác sĩ ơi chẻ em dưới 6 tuổi uống asprin liuề bao nhiêu là an toàn nha,Bác sĩ ơi trẻ em dưới 6 tuổi uống aspirin liều bao nhiêu là an toàn nha
Alo bac si bi chan thuong so nao mau chay nhieu nghet tho ho sac sua tron mat len thi so cuu the nao the a,Alo bác sĩ bị chấn thương sọ não máu chảy nhiều nghẹt thở ho sặc sụa trợn mắt lên thì sơ cứu thế nào thế ạ
Bac si cho em hoi chut a an gi hoac kieng gi de dam sterss can thang tot nhat a cam on bac si,Bác sĩ cho em hỏi chút ạ ăn gì hoặc kiêng gì để giảm stress căng thẳng tốt nhất ạ cảm ơn bác sĩ
Da thua bac si chatbot y te nay co nhung tinh nang gi vay voi a,Dạ thưa bác sĩ chatbot y tế này có những tính năng gì vậy với ạ
Cho hoi tac dung phu cua met khi dung chung voi thuoc ha sot paracetamol la gi nhe bac si,Cho hỏi tác dụng phụ của metformin khi dùng chung với paracetamol là gì nhé bác sĩ
Chao bac si a an gi hoac kieng gi de thai doc co the tot nhat giup em,Chào bác sĩ ạ ăn gì hoặc kiêng gì để thải độc cơ thể tốt nhất giúp em
Mọi nười cho em hỏi sự khác biệt giữa paracetamol và amoxicillin trong chữa chị đau bụng nhé bác sĩ,Mọi người cho em hỏi sự khác biệt giữa paracetamol và amoxicillin trong chữa trị đau bụng nhé bác sĩ
Tôi bị chóng mặt thì có nên uống thuốc tiểu đường metfodmin khôn thế ạ,Tôi bị chóng mặt thì có nên uống metformin không thế ạ
Da bac si benh nhan gut co can kieng khem gi khi uong thuoc ha sot paracetamol khong a !,Dạ bác sĩ bệnh nhân gout có cần kiêng khem gì khi uống paracetamol không ạ !
Bac si oi lam sao de bao ve la gan va qua tahn khi lam viec van phong nhieu a?,Bác sĩ ơi làm sao để bảo vệ lá gan và quả thận khi làm việc văn phòng nhiều ạ?
Bac si oi giup em voi toi bi chong mat thi co nen uong thuoc khang viem ibuprofen khong a em cam on,Bác sĩ ơi giúp em với tôi bị chóng mặt thì có nên uống ibuprofen không ạ em cảm ơn
"Cho em hoi ti a bi duoi nuoc kem va mo hoi lanh ngat nguy kich qua, phai so cuu sao nha","Cho em hỏi tí ạ bị đuối nước kèm vã mồ hôi lạnh ngắt nguy kịch quá, phải sơ cứu sao nha"
Bác sĩ ơi gipú em với bị nuốt nầm acid nghẹt thở ho sặc sụa trợn mắt lên thì sơ cứu thế nào thế ạ,Bác sĩ ơi giúp em với bị nuốt nhầm acid nghẹt thở ho sặc sụa trợn mắt lên thì sơ cứu thế nào thế ạ
Moi nguoi cho em hoi bi phan ve do nang sau tiem thuoc nghet tho ho sac sua tron mat len thi so cuu the nao nhe bac si,Mọi người cho em hỏi bị phản vệ độ nặng sau tiêm thuốc nghẹt thở ho sặc sụa trợn mắt lên thì sơ cứu thế nào nhé bác sĩ
Thua bac si phu nu co thai co duoc su dung aspi de chua cohn mat voi a,Thưa bác sĩ phụ nữ có thai có được sử dụng aspirin để chữa chóng mặt với ạ
Dạ bác sĩ lưu ý quan trọng nhất khi sử dụng asprin là gì ạ xin cảm ơn nhiều,Dạ bác sĩ lưu ý quan trọng nhất khi sử dụng aspirin là gì ạ xin cảm ơn nhiều
Lợi ích của việc dãn cơ thư giãn vào mỗi buổi sáng/tối thế ạ,Lợi ích của việc giãn cơ thư giãn vào mỗi buổi sáng/tối thế ạ
Bac si oi cho em hoi Vet dut tay nho do dao got hoa qua chay it mau da duco dua sach voi a,Bác sĩ ơi cho em hỏi Vết đứt tay nhỏ do dao gọt hoa quả chảy ít máu đã được rửa sạch với ạ
Thua bac si toi bi sot thi co nen uong khang sinh amoxicillin khong a em cam on,Thưa bác sĩ tôi bị sốt thì có nên uống amoxicillin không ạ em cảm ơn
Da bac si cho em hoi nhung thoi quen tot giup nnag cao he mien dich voi a,Dạ bác sĩ cho em hỏi những thói quen tốt giúp nâng cao hệ miễn dịch với ạ
"Moi nguoi cho em hoi bi dau nguc du doi nhu da de kem va mo hoi lanh ngta nuy kich qua, phai so cuu sao giup em voi a","Mọi người cho em hỏi bị đau ngực dữ dội như đá đè kèm vã mồ hôi lạnh ngắt nguy kịch quá, phải sơ cứu sao giúp em với ạ"
Bac si oi cho em hoi bi hon me sau khong phan ung nghet tho ho sac sua tron mat len thi so cuu the nao a em cam on bac si,Bác sĩ ơi cho em hỏi bị hôn mê sâu không phản ứng nghẹt thở ho sặc sụa trợn mắt lên thì sơ cứu thế nào ạ em cảm ơn bác sĩ
Bác sĩ cho em hỏi chút ạ trẻ em dưới 6 tuổi uống thuốc tim mạch aspirin liều bao nhiêu là an toàn nhe bác sĩ,Bác sĩ cho em hỏi chút ạ trẻ em dưới 6 tuổi uống aspirin liều bao nhiêu là an toàn nhe bác sĩ
Da bac si an gi hoac kieng gi de tang cuong tri nho tot nhat nha bac si,Dạ bác sĩ ăn gì hoặc kiêng gì để tăng cường trí nhớ tốt nhất nha bác sĩ
"Bac si cho em hoi chut a bi duoi nuoc kem co giat lien hoi nugy kich qua, phai so cuu sao dup em","Bác sĩ cho em hỏi chút ạ bị đuối nước kèm co giật liên hồi nguy kịch quá, phải sơ cứu sao giúp em"
Bac si oi giup em voi dung ibuf keo dai co gay suy gan hay suy than khong giup em,Bác sĩ ơi giúp em với dùng ibuprofen kéo dài có gây suy gan hay suy thận không giúp em
Cho em hỏi tí ạ thời điểm uống met tốt nhất trong ngày là lúc nào ạ?,Cho em hỏi tí ạ thời điểm uống metformin tốt nhất trong ngày là lúc nào ạ?
Cho hỏi làm thế nào để giảm cân an toàn hệiu quả nhất tại nhà,Cho hỏi làm thế nào để giảm cân an toàn hiệu quả nhất tại nhà
Em muon hoi la bi di vat duong tho tac hoan toan nghet tho ho sac sua tron mat len thi so cuu the nao nhe bac si,Em muốn hỏi là bị dị vật đường thở tắc hoàn toàn nghẹt thở ho sặc sụa trợn mắt lên thì sơ cứu thế nào nhé bác sĩ
Bị đột quỵ hôn mê sâu không phản ứng méo miệng tê liệt nửa người gọi cấp cứu chưa thấy tới phải làm gì giúp em,Bị đột quỵ hôn mê sâu không phản ứng méo miệng tê liệt nửa người gọi cấp cứu chưa thấy tới phải làm gì giúp em
"Em chào bác sĩ ạ tai nạn xe máy làm nạn nhân bị gãy suon đùi đâm thủng da chảy máu ồ ạt, làm sao cầm máu ạ","Em chào bác sĩ ạ tai nạn xe máy làm nạn nhân bị gãy xương đùi đâm thủng da chảy máu ồ ạt, làm sao cầm máu ạ"
Da cho em hoi bi dau nguc du doi nhu da de nghet tho ho sac sua tron mat len thi so cuu the nao giup em,Dạ cho em hỏi bị đau ngực dữ dội như đá đè nghẹt thở ho sặc sụa trợn mắt lên thì sơ cứu thế nào giúp em
Da thua bac si Dau nhuc dau am i vung sau gay sau khi thuc dem lam viec met moi voi a,Dạ thưa bác sĩ Đau nhức đầu âm ỉ vùng sau gáy sau khi thức đêm làm việc mệt mỏi với ạ
Dạ tưha bác sĩ bị nuốt nầm acid nghẹt thở ho sặc sụa trợn mắt lên thì sơ cứu thế nào nhé bác sĩ,Dạ thưa bác sĩ bị nuốt nhầm acid nghẹt thở ho sặc sụa trợn mắt lên thì sơ cứu thế nào nhé bác sĩ
Cho em hoi ti a lieu luong uong ibup cho nguoi bi mat ngu nhu the nao a,Cho em hỏi tí ạ liều lượng uống ibuprofen cho người bị mất ngủ như thế nào ạ
Dạ bác sĩ cho em hỏi phụ nữ có thai có được sử dụng padacetamol để cữha đau bụng ạ xin cảm ơn nhiều,Dạ bác sĩ cho em hỏi phụ nữ có thai có được sử dụng paracetamol để chữa đau bụng ạ xin cảm ơn nhiều
Bác sĩ giải đáp giúp em tôi bị sốt thì có nên uống amoxi không ạ xin cảm ơn nhiều,Bác sĩ giải đáp giúp em tôi bị sốt thì có nên uống amoxicillin không ạ xin cảm ơn nhiều
Cho em hoi ti a lam the nao de thai doc co the hieu qua nhat tai nha a em cam on bac si,Cho em hỏi tí ạ làm thế nào để thải độc cơ thể hiệu quả nhất tại nhà ạ em cảm ơn bác sĩ
Em muon hoi la nguoi nha bi hon me sau khong phan ung dang rat khan cap cuu voi nhe bac si,Em muốn hỏi là người nhà bị hôn mê sâu không phản ứng đang rất khẩn cấp cứu với nhe bác sĩ
Cho em hoi ti a Bi dau nua dau kinh nien khi thay doi thoi tiet chuyen lnah dot not,Cho em hỏi tí ạ Bị đau nửa đầu kinh niên khi thay đổi thời tiết chuyển lạnh đột ngột
